QueryID	BodyTerms	AnchorTerms	TitleTerms	URLTerms	TermsWholeDocument	IDFBody	IDFAnchor	IDFTitle	IDFURL	IDFWholeDocument	TFIDFBody	TFIDFAnchor	TFIDFTitle	TFIDFURL	TFIDFWholeDocument	LengthBody	LengthAnchor	LengthTitle	LengthURL	LengthWholeDocument	BM25Body	BM25Anchor	BM25Title	BM25URL	BM25WholeDocument	LMIRABSBody	LMIRABSAnchor	LMIRABSTitle	LMIRABSURL	LMIRABSWholeDocument	LMIRDIRBody	LMIRDIRAnchor	LMIRDIRTitle	LMIRDIRURL	LMIRDIRWholeDocument	LMIRIMBody	LMIRIMAnchor	LMIRIMTitle	LMIRIMURL	LMIRIMWholeDocument	PageRank	InlinkNum	OutlinkNum	NumSlashURL	LenURL	NumChildPages	Docid	frac_stop	cover_stop	entropy
3b7e962f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49335	0.526316	0.0	0.833333	0.493406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.767317	0.5	0.0	0.6	0.527273	0.0	547f03e84f40	0.172475677717956	0.36220472440944884	9.9423237910798
3b7e962f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.651743	0.421053	0.75	1.0	0.652075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002139	0.125	0.0	0.8	0.818182	0.0	6a631328721e	0.4142436071058711	0.6692913385826772	9.537989597369192
3b7e962f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.773863	0.473684	0.0	0.833333	0.7737	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.366122	0.125	0.0	0.6	0.709091	0.0	ccba46b7356f	0.06851083448593823	0.4330708661417323	11.120707484506699
3b7e962f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.946281	0.315789	0.625	1.0	0.946282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002139	0.125	0.0	0.8	0.818182	0.0	1869df14e3fe	0.4612196229843289	0.7480314960629921	9.574948691540458
3b7e962f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.666667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.233475	0.25	0.0	0.4	0.6	0.0	4cbe52f2d333	0.010361861922165549	0.14960629921259844	6.576879823466021
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.033371	0.736842	0.0	0.833333	0.033867	1.0	0.929944	0.95768	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.92265	0.954168	1.0	0.073881	0.125	0.0	0.4	0.8	0.0	e460ca8b0faf	0.4699853587115666	0.47244094488188976	8.018170477814815
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.033371	0.736842	0.0	1.0	0.033902	1.0	0.929944	0.95768	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.999392	0.922326	0.95399	0.999648	0.029116	0.125	0.0	0.4	1.0	0.0	499f1618dd87	0.4699853587115666	0.47244094488188976	8.018170477814815
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.068712	0.368421	0.4375	0.666667	0.06915	0.609804	0.694243	0.799801	0.746543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.616575	0.690995	0.797483	0.748925	0.013823	0.125	0.0	0.6	0.545455	0.0	9da817ca9ab6	0.7194608256107835	0.5669291338582677	8.211369535983467
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.154075	0.105263	0.0	0.833333	0.154077	0.313928	0.424546	0.54151	0.456528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.320645	0.424168	0.541241	0.459728	0.058936	0.125	0.0	0.8	0.472727	0.0	b1d1a0c03b82	0.3520441271901363	0.6141732283464567	9.136663114225314
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.26096	0.315789	0.3125	1.0	0.261237	0.195286	0.246751	0.330948	0.26534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.199703	0.246273	0.330415	0.26692	0.006679	0.125	0.554688	0.8	0.836364	0.0	d8eace27560d	0.014053579270970576	0.12598425196850394	9.185680931471145
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.272187	0.315789	0.3125	1.0	0.272457	0.18783	0.2325	0.312921	0.250015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.192116	0.23206	0.312427	0.251515	0.006679	0.125	0.464844	0.8	0.854545	0.0	893b2603cba7	0.013570822731128074	0.13385826771653545	9.200409199870435
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.272947	0.315789	0.3125	1.0	0.273217	0.187346	0.231556	0.311722	0.249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.191623	0.231119	0.311231	0.250495	0.006679	0.125	0.5	0.8	0.854545	0.0	9f501798180e	0.01364226938068428	0.12598425196850394	9.275060127991399
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.281549	0.315789	0.3125	1.0	0.281813	0.182034	0.221055	0.298335	0.237708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.186217	0.220645	0.297871	0.239143	0.006679	0.125	0.46875	0.8	0.8	0.0	35f44d78ed42	0.012836438923395446	0.13385826771653545	9.225295125615107
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.306733	0.894737	0.3125	1.0	0.30736	0.168083	0.192049	0.26094	0.206517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.171811	0.191292	0.260006	0.207329	0.008888	0.25	0.527344	0.8	0.8	0.0	fa1e4860f32e	0.012554802710243125	0.11811023622047244	9.255826605055486
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.380661	0.315789	0.3125	1.0	0.38086	0.137212	0.118868	0.164058	0.127823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.140532	0.118683	0.163836	0.128632	0.006679	0.125	0.644531	0.8	0.836364	0.0	c6a5f6246d7e	0.01135208403930871	0.12598425196850394	9.280467792570514
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.399109	0.315789	0.3125	1.0	0.399296	0.131199	0.102817	0.142359	0.110563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134395	0.102661	0.142171	0.111268	0.006679	0.125	0.734375	0.8	0.836364	0.0	6da67dd6ac4c	0.009977470228516253	0.12598425196850394	9.256909834164405
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.401631	0.315789	0.3125	1.0	0.401816	0.130418	0.10068	0.139459	0.108265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.133598	0.100528	0.139276	0.108955	0.006679	0.125	0.691406	0.8	0.854545	0.0	7f4be94b2e6c	0.010078387458006719	0.12598425196850394	9.134289837873661
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.417625	0.315789	0.3125	1.0	0.4178	0.125671	0.087432	0.121419	0.094018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128752	0.087302	0.121262	0.094621	0.006679	0.125	0.828125	0.8	0.872727	0.0	9406a6e04bf6	0.009477936606587942	0.11811023622047244	9.145033194443073
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.424707	0.894737	0.3125	1.0	0.425257	0.123679	0.081726	0.113619	0.087883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126609	0.081303	0.113058	0.088119	0.011084	0.375	0.742188	0.8	0.854545	0.0	1773df437b4e	0.009829519275072954	0.12598425196850394	9.273151535250994
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.481673	0.315789	0.3125	1.0	0.481806	0.109686	0.039004	0.054652	0.041943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112423	0.038951	0.054586	0.042217	0.006679	0.125	0.640625	0.8	0.854545	0.0	7d051c92eade	0.02088068181818182	0.1732283464566929	9.454692448901339
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.48195	0.894737	0.3125	1.0	0.482462	0.109626	0.03881	0.054381	0.041733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112277	0.038489	0.053943	0.041716	0.008888	0.25	0.910156	0.8	0.8	0.0	449bbcad60da	0.00885787142665414	0.13385826771653545	8.98417643778643
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.48309	0.315789	0.3125	1.0	0.483222	0.109379	0.038008	0.053264	0.040871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.112108	0.037956	0.0532	0.041138	0.006679	0.125	0.976563	0.8	0.781818	0.0	3ee13a573717	0.007884538286783375	0.11811023622047244	8.97321241492187
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.49563	0.315789	0.3125	1.0	0.495754	0.106728	0.029306	0.041132	0.031514	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109399	0.029267	0.041083	0.03172	0.006679	0.125	0.996094	0.8	0.781818	0.0	2b156a3078f3	0.00806345009914078	0.11811023622047244	8.997378823577481
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.49981	0.315789	0.3125	1.0	0.499931	0.105873	0.026454	0.037148	0.028447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108525	0.026419	0.037104	0.028634	0.006679	0.125	0.9375	0.8	0.763636	0.0	dfa81b1e3b4b	0.007835967088938226	0.12598425196850394	9.020198337230823
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.503783	0.315789	0.3125	1.0	0.503901	0.105073	0.023766	0.033389	0.025556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107707	0.023734	0.033349	0.025724	0.006679	0.125	0.605469	0.8	0.854545	0.0	699573d89e0d	0.020170142700329307	0.1732283464566929	9.409845804539222
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.52375	0.315789	0.3125	1.0	0.523856	0.101227	0.010565	0.014877	0.011361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.103776	0.010551	0.014859	0.011436	0.006679	0.125	0.664063	0.8	0.854545	0.0	24fc76fb7f10	0.019347998939835676	0.1732283464566929	9.448353178577525
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.533769	0.315789	0.3125	1.0	0.533867	0.099402	0.00413	0.005821	0.004441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10191	0.004124	0.005814	0.00447	0.006679	0.125	0.65625	0.8	0.836364	0.0	611e23ce2a62	0.01925596017815038	0.18110236220472442	9.420757751014435
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.534114	0.315789	0.3125	1.0	0.534213	0.099341	0.00391	0.005512	0.004204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.101847	0.003905	0.005505	0.004232	0.006679	0.125	1.0	0.8	0.818182	0.0	b416c5516ea6	0.008364544319600499	0.11811023622047244	8.908710650468885
3b7e962f	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.25	0.540298	0.315789	0.3125	1.0	0.540392	0.098248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.100729	0.0	0.0	0.0	0.006679	0.125	0.691406	0.8	0.836364	0.0	899510d6a08d	0.018802318094011592	0.1732283464566929	9.453261322307934
3b7e962f	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.31568	0.157895	0.25	0.666667	0.315715	0.585934	1.0	1.0	0.704388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.598033	1.0	1.0	0.709913	0.044496	0.125	0.0	0.6	0.418182	0.0	73196ec6b9d7	0.4165477888730385	0.7401574803149606	9.476867020743533
46ff29c0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004004	0.0	0.181818	0.0	0.003494	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.107143	0.0	0.0	0.0	93cefec12b2c	0.2391304347826087	0.06299212598425197	4.968254706881504
46ff29c0	0.0	0.333333	0.0	1.0	0.013746	0.0	0.0	0.0	0.0	0.0	0.0	0.333333	0.0	1.0	0.01523	0.001893	0.125	0.136364	0.555556	0.001892	0.0	0.0	0.0	0.0	0.821059	0.818695	0.012589	0.798753	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.659274	0.630768	0.160946	0.410396	0.00354	0.00641	0.035714	0.5	0.45	0.0	33b822a9f3d4	0.7777777777777778	0.07874015748031496	4.577819531114783
46ff29c0	0.006873	0.0	0.0	0.0	0.006873	0.0	0.0	0.0	0.0	0.0	0.007615	0.0	0.0	0.0	0.007615	0.000291	0.083333	0.0	0.555556	0.0	0.572758	0.705477	0.080735	0.60174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.555475	0.545167	0.040874	0.424452	0.000288	0.00641	0.0	0.833333	0.583333	0.0	88f78e7c8913	0.0	0.0	3.459431618637298
46ff29c0	0.006873	0.333333	0.0	0.0	0.013746	0.0	0.0	0.0	0.0	0.0	0.007615	0.333333	0.0	0.0	0.01523	0.004732	0.125	0.227273	0.333333	0.004731	0.518401	0.379614	0.06779	0.313205	0.821059	0.818695	0.012589	0.798753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.635343	0.532195	0.152499	0.314345	0.00059	0.00641	0.321429	0.5	0.533333	0.0	043f8697fecc	0.20454545454545456	0.05511811023622047	5.463769511166968
46ff29c0	0.006873	0.333333	1.0	0.0	0.020619	0.0	0.0	0.0	0.0	0.0	0.007615	0.333333	1.0	0.0	0.022845	0.000218	0.333333	0.227273	0.777778	0.000873	0.573744	0.738068	0.080951	0.617258	0.433344	0.380547	0.007335	0.311954	0.670743	0.624514	0.849375	0.617842	0.0	0.0	0.0	0.0	0.722922	0.775729	0.243145	0.531622	0.036094	0.012821	0.0	0.5	0.716667	0.0	d647b318cc53	0.2	0.007874015748031496	2.584962500721156
46ff29c0	0.006873	1.0	1.0	0.0	0.034364	0.0	0.0	0.0	0.0	0.0	0.007615	1.0	1.0	0.0	0.038074	0.0	0.375	0.272727	0.111111	0.000364	0.576723	0.800552	0.081598	0.676977	0.915265	0.875271	1.0	0.798753	0.604408	0.549863	0.7992	0.541804	0.0	0.0	0.0	0.0	0.775949	0.862853	0.348837	0.651425	1.0	1.0	0.0	0.333333	0.15	0.0	e52f22ea5a35	0.0	0.0	1.0
46ff29c0	0.006873	1.0	1.0	0.0	0.034364	0.0	0.0	0.0	0.0	0.0	0.007615	1.0	1.0	0.0	0.038074	0.0	1.0	0.272727	0.333333	0.001601	0.576723	0.800552	0.081598	0.676977	0.458237	0.61802	0.984321	0.311954	0.604408	0.549863	0.7992	0.541804	0.0	0.0	0.0	0.0	0.769997	0.747277	0.345097	0.572504	0.349825	0.044872	0.0	0.333333	0.283333	0.0	472ae5b7baa4	0.0	0.0	1.0
46ff29c0	0.013746	0.333333	1.0	0.0	0.027491	0.0	0.0	0.0	0.0	0.0	0.01523	0.333333	1.0	0.0	0.030459	0.087295	0.083333	0.136364	0.777778	0.087343	0.308822	0.0	0.0	0.0	1.0	1.0	0.013642	1.0	0.859381	0.833794	0.949775	0.83089	0.0	0.0	0.0	0.0	0.45518	0.101276	0.095277	0.000262	0.000705	0.00641	0.0	1.0	0.716667	0.0	4b68d8f6fbea	0.547486033519553	0.4251968503937008	7.686001175937805
46ff29c0	0.013746	0.333333	1.0	0.0	0.027491	0.0	0.0	0.0	0.0	0.0	0.01523	0.333333	1.0	0.0	0.030459	0.087295	0.083333	0.136364	1.0	0.087488	0.308822	0.001558	0.0	0.0	1.0	1.0	0.013642	1.0	0.859381	0.833794	0.949775	0.83089	0.0	0.0	0.0	0.0	0.454876	0.102825	0.094999	0.0	0.00061	0.00641	0.0	1.0	0.8	0.0	2353a70b9df3	0.547486033519553	0.4251968503937008	7.693221392544303
46ff29c0	0.020619	0.0	0.0	0.0	0.020619	0.0	0.0	0.0	0.0	0.0	0.016805	0.0	0.0	0.0	0.016833	0.189516	0.0	0.136364	0.222222	0.189024	0.217657	0.038266	0.035735	0.253917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.220844	0.0	0.0	0.172441	0.0	0.0	0.285714	0.333333	0.55	0.0	997fe53f0152	0.5572715572715573	0.5196850393700787	7.984432318753208
46ff29c0	0.020619	0.0	0.0	0.0	0.020619	0.0	0.0	0.0	0.0	0.0	0.020123	0.0	0.0	0.0	0.02014	0.05213	0.125	0.181818	0.777778	0.052333	0.525703	0.418592	0.260559	0.427293	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.522269	0.385776	0.229247	0.356338	0.004707	0.012821	0.0	0.666667	0.816667	0.0	4e64e733c89c	0.5541125541125541	0.3858267716535433	7.652004204558538
46ff29c0	0.020619	0.0	1.0	0.0	0.027491	0.0	0.0	0.0	0.0	0.0	0.022845	0.0	1.0	0.0	0.030459	0.002839	0.083333	0.454545	0.111111	0.002984	0.724833	0.718911	0.270915	0.542028	0.0	0.0	0.0	0.0	0.433083	0.340893	0.598803	0.328771	0.0	0.0	0.0	0.0	0.74184	0.68251	0.29493	0.478447	0.038653	0.012821	0.0	0.166667	0.233333	0.0	487065b9321a	0.6521739130434783	0.07874015748031496	4.82687488186464
46ff29c0	0.027491	0.0	0.0	0.0	0.027491	0.0	0.0	0.0	0.0	0.0	0.02442	0.0	0.0	0.0	0.024448	0.039607	0.083333	0.0	0.888889	0.039523	0.710981	0.705691	0.413346	0.801635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.705861	0.680905	0.389207	0.766215	0.009885	0.00641	0.0	0.5	1.0	0.0	c8985c3aea43	0.6811145510835913	0.3700787401574803	7.368131249228993
46ff29c0	0.041237	0.333333	1.0	0.0	0.054983	0.0	0.0	0.0	0.0	0.0	0.045689	0.333333	1.0	0.0	0.060919	0.008082	0.166667	0.272727	0.555556	0.00837	0.770533	0.742902	0.393306	0.503394	0.696437	0.690106	0.011538	0.655968	0.604408	0.549863	0.7992	0.541804	0.0	0.0	0.0	0.0	0.781432	0.73492	0.424241	0.464923	0.001627	0.00641	0.0	0.5	0.416667	0.0	2bf3149d88d3	0.10416666666666667	0.07086614173228346	6.2468476389057255
46ff29c0	0.041237	0.666667	0.0	0.0	0.054983	0.0	0.0	0.0	0.0	0.0	0.045689	0.666667	0.0	0.0	0.060919	0.022934	0.625	0.590909	0.555556	0.024529	0.714367	0.534761	0.353469	0.354834	0.475139	0.654737	0.611936	0.343983	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73475	0.524576	0.379981	0.30932	0.05723	0.019231	0.464286	0.666667	0.566667	0.0	87ffaea8cf67	0.47417840375586856	0.23622047244094488	7.096623388278077
